dt_mes,hierarquia_1,hierarquia_4,clientes_cx,vl_bruto_recuperados_60d,LTV_Receita_Recuperado,LT_mediano_recuperados,clientes_recorte_total,clientes_recorte_churn,clientes_recorte_churn_recuperados,montante_ltv,media_ltv,mediana_ltv,clientes_rentaveis_total,perc_recorte,perc_churn_recorte,perc_recuperacao_churn
2023-04-01,Cartão,Segunda via cartão,16928,646075.4844051338,802451.3601510277,39.86631016042781,2840.0,340.0,304.0,4843236083.64127,2922.859158997037,432.7856566411712,1656724,0.16776937618147447,0.11971830985915492,0.8941176470588236
2023-04-01,Cartão,Dúvidas sobre pagamento de fatura,6764,236786.39016288274,729945.3192622401,35.487378640776704,1138.0,255.0,188.0,4311253087.010193,2601.8111350558192,385.24830629466027,1656724,0.16824364281490242,0.22407732864674867,0.7372549019607844
2023-05-01,Conta,Novos Produtos,1103,56375.76281981063,66934.5235979692,37.0154416306362,296.0,37.0,33.0,4346485932.183441,2461.394758360893,404.55587048806854,1765592,0.26835902085222124,0.125,0.8918918918918919
2023-01-01,Marketplace,Reclamação pagamento cashback,238,5499.59987891583,67.26873935533982,35.487378640776704,46.0,1.0,1.0,3116071367.9248857,2151.3961094348474,362.0060683799973,1448099,0.19327731092436976,0.021739130434782608,1.0
2023-05-01,Cartão,Compensação fatura,8750,404965.9562557151,1038764.4055649721,34.602367450425966,2858.0,365.0,288.0,4063134106.1466546,2300.933937766777,378.1824629986047,1765592,0.32662857142857143,0.1277116864940518,0.7890410958904109
2023-03-01,Conta,Novos Produtos,1769,70773.08260077267,49520.76329085068,35.487378640776704,415.0,51.0,43.0,3546088937.4267282,2235.3141384969485,382.6540861416775,1586123,0.23459581684567551,0.12289156626506025,0.8431372549019608
2023-05-01,Tecnologia,Faturas futuras,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
2023-05-01,Crédito Pessoal,Novos Produtos,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
2023-02-01,Cartão,Compra internacional,146,11395.668975587228,12430.622159848568,34.602367450425966,41.0,6.0,6.0,2987491874.793097,2001.774213187086,349.7421417752898,1492153,0.2808219178082192,0.14634146341463414,1.0
2023-05-01,Conta,Gerar fatura,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
2023-02-01,Marketplace,Comunicação Loja will,5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1492153,0.4,0.0,0.0
2023-06-01,Conta,Dúvidas sobre campanha gamificação,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
2023-02-01,Marketplace,Fechamento Fatura,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
2023-02-01,Marketplace,Informações sobre fatura,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
2023-04-01,Tecnologia,Token SMS,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
2023-05-01,Crédito Pessoal,Faturas futuras,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
2023-06-01,Crédito Pessoal,Desbloqueio de cartão,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
2023-03-01,Tecnologia,Reenvio de cartão,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586123,0.0,0.0,0.0
2023-05-01,Tecnologia,Novos Produtos,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
2023-06-01,Crédito Pessoal,Não reconhecimento de PIX,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
2023-05-01,Conta,Faturas futuras,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
2023-04-01,Marketplace,Gestão de Extrato,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
2023-02-01,Marketplace,Problemas no site ou app,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492153,0.0,0.0,0.0
2023-04-01,Fraude,Rastreio de cartão,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
2023-06-01,Conta,Fatura duplicada,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
2023-06-01,Tecnologia,Gestão de Recarga,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
2023-06-01,Tecnologia,Uso do cartão de débito,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850274,0.0,0.0,0.0
2023-05-01,Fraude,Cancelamento de compra no crédito,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
2023-01-01,Marketing,Token 3DS,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448099,0.0,0.0,0.0
2023-04-01,Marketing,Validação novo dispositivo,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656724,0.0,0.0,0.0
2023-01-01,Marketplace,Novos Parceiros,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448099,0.0,0.0,0.0
2023-05-01,Marketplace,Token E-mail,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
2023-03-01,Crédito Pessoal,Reenvio de cartão,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586123,0.0,0.0,0.0
2023-05-01,Conta,Cancelamento de conta,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765592,0.0,0.0,0.0
2023-05-01,Cartão,Problemas com a compra,11111,303119.2360111993,329086.21475951053,37.0154416306362,2905.0,183.0,165.0,4346485932.183441,2461.394758360893,404.55587048806854,1765592,0.26145261452614527,0.06299483648881239,0.9016393442622951
